net_type,province,city_name,area_name,area_code,msc_name,msc_id,sign_point_code,scp_vc_id,number_reply_code,remark,start_time
,云南,玉溪,昭通,870,玉溪GS17,13444870,24-254-060,,20160908,,2016/9/8 15:44
DS,云南,昆明,临沧,883,昆明DS7,13745885,24-254-173,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,版纳,691,昆明DS7,13745887,24-254-175,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,德宏,692,昆明DS7,13746885,24-254-177,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,临沧,883,昆明DS8,13745886,24-254-174,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,版纳,691,昆明DS8,13745888,24-254-176,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,德宏,692,昆明DS8,13746886,24-254-178,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,楚雄,878,昆明DS9,13746887,24-254-179,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,文山,876,昆明DS9,13747885,24-254-181,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,丽江,888,昆明DS9,13747887,24-254-183,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,楚雄,878,昆明DS10,13746888,24-254-180,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,文山,876,昆明DS10,13747886,24-254-182,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,丽江,888,昆明DS10,13747888,24-254-184,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,大理,872,昆明GS21,13444872,24-254-84,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,大理,872,昆明DS5,13745884,24-255-51,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,思茅,879,昆明DS5,13745879,24-255-21,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,玉溪,877,昆明DS5,13743877,24-255-143,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,大理,872,昆明DS6,13746884,24-255-244,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,思茅,879,昆明DS6,13746879,24-255-134,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,玉溪,877,昆明DS6,13744877,24-255-190,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,红河,873,玉溪GS2,13445873,24-255-064,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,红河,873,玉溪GS2,13446873,24-255-064,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,文山,876,玉溪GS4,13441876,24-255-11624-255-231,,20161109,,2016/11/9 9:13
GS,云南,玉溪,文山,876,玉溪GS4,13442876,24-255-11624-255-231,,20161109,,2016/11/9 9:13
DS,河北,石家庄,石家庄,311,石家庄DS1,13743324,3-251-333-255-237,,20161109,,2016/11/9 9:13
DS,河北,承德,承德,314,承德DS1,13741324,3-255-246,,20161109,,2016/11/9 9:13
DS,河北,衡水,衡水,318,衡水DS1,13740338,3-255-52,,20161109,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS1,13442612,3-255-182,,河北移动[2009]451,,2016/11/9 9:13
DS,河北,邢台,邢台,319,邢台DS1,13741319,3-255-60,,20161109,,2016/11/9 9:13
DS,河北,唐山,唐山,315,唐山DS1,13745333,3-254-1153-255-36,,20161109,,2016/11/9 9:13
GS,河北,张家口,张家口,313,张家口GS3,13441623,3-254-117,,河北移动[2009]447,,2016/11/9 9:13
GS,河北,张家口,张家口,313,张家口GS3,13445623,3-254-117,,河北移动[2009]447,,2016/11/9 9:13
GS,河北,邢台,邢台,319,邢台GS3,13441629,3-254-122,,20161109,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS4,13441626,3-254-125,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS4,13446616,3-254-125,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,石家庄,石家庄,311,石家庄GS4,13440621,3-254-129,,20161109,,2016/11/9 9:13
GS,河北,石家庄,石家庄,311,石家庄GS5,13440631,3-254-131,,20161109,,2016/11/9 9:13
GS,河北,石家庄,石家庄,311,石家庄GS6,13440633,3-254-149,,20161109,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS5,13442616,3-254-145,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS5,13443620,3-254-145,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS6,13442626,3-254-147,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS6,13444620,3-254-147,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS5,13443622,3-254-124,,河北移动[2009]451,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS12,13442636,3-254-157,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS12,13445615,3-254-157,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS5,13441635,3-254-163,,河北移动[2011]743号,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS5,13442635,3-254-163,,河北移动[2011]743号,,2016/11/9 9:13
GS,河北,邯郸,邯郸,310,邯郸GS5,13440610,3-254-165,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS10,13441636,3-254-153,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS10,13443633,3-254-153,,20161109,,2016/11/9 9:13
GS,河北,邯郸,邯郸,310,邯郸GS6,13440620,3-254-169,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS11,13442638,3-254-155,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS11,13446625,3-254-155,,20161109,,2016/11/9 9:13
DS,河北,唐山,唐山,315,唐山DS2,13746336,3-254-1613-255-37,,20161109,,2016/11/9 9:13
DS,河北,石家庄,石家庄,311,石家庄DS2,13441620,3-254-1873-251-34,,20161109,,2016/11/9 9:13
GS,河北,邢台,邢台,319,邢台GS4,13440619,3-254-177,,20161109,,2016/11/9 9:13
GS,河北,邢台,邢台,319,邢台GS5,13440629,3-254-179,,20161109,,2016/11/9 9:13
GS,四川,南充,巴中,827,南充GS16,13442537,22-249-142,,20161109,,2016/11/9 9:13
GS,四川,遂宁,遂宁,825,遂宁GS5,13441536,22-249-141,,川移计批【2011】138,,2016/11/9 9:13
GS,四川,南充,南充,817,南充GS13,13441534,22-249-139,,20161109,,2016/11/9 9:13
GS,四川,南充,达州,818,南充GS14,13441535,22-249-140,,20161109,,2016/11/9 9:13
GS,四川,成都,成都,28,成都GS27,13440503,22-249-212,,20161109,,2016/11/9 9:13
GS,四川,成都,成都,28,成都GS10,13441501,22-249-221,,川移计批〔2012〕759号,,2016/11/9 9:13
GS,四川,成都,成都,28,成都GS11,13441502,22-249-222,,川移计批〔2012〕759号,,2016/11/9 9:13
DS,四川,内江,资阳,28,内江DS4,13744906,22-249-204,,20161109,,2016/11/9 9:13
DS,四川,内江,宜宾,831,内江DS4,13742809,22-254-9222-254-92,,20161109,,2016/11/9 9:13
GS,四川,阿坝,阿坝,837,阿坝GS2,13743814,22-255-156,,川移计批【2011】138,,2016/11/9 9:13
GS,云南,玉溪,玉溪,877,玉溪GS5,13443877,24-255-019,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,玉溪,877,玉溪GS5,13445877,24-255-019,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS17,13446871,24-255-66,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS17,13447871,24-255-66,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS18,13444880,24-255-68,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS18,13445880,24-255-68,,问题梳理,,2016/11/9 9:13
,云南,昆明,昆明,871,昆明GS18,13446880,24-255-68,,20160908,,2016/9/8 15:44
GS,云南,玉溪,曲靖,874,玉溪GS3,13443874,24-255-24,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,曲靖,874,玉溪GS3,13444874,24-255-24,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,曲靖,874,昆明DS4,13744884,24-255-187,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,红河,873,昆明DS4,13744886,24-255-189,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,昭通,870,昆明DS4,13745870,24-255-246,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,昭通,870,玉溪GS6,13442870,24-255-127,,20161109,,2016/11/9 9:13
DS,云南,昆明,曲靖,874,昆明DS3,13743884,24-255-186,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,红河,873,昆明DS3,13743886,24-255-188,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,昭通,870,昆明DS3,13744870,24-255-216,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,大理,872,昆明GS26,13447872,24-254-037,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS31,13442884,24-254-252,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS31,13443884,24-254-252,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS23,13441871,24-254-008,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS23,13442871,24-254-008,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,红河,873,昆明GS27,13448873,24-254-038,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,红河,873,昆明GS27,13449873,24-254-038,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS28,13447880,24-254-044,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS28,13448880,24-254-044,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS29,13449880,24-254-045,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,昆明,871,昆明GS29,13441884,24-254-045,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,思茅,879,昆明GS30,13444879,24-254-069,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,曲靖,874,玉溪GS19,13449874,24-254-086,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,曲靖,874,玉溪GS19,13440874,24-254-086,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,保山,875,昆明DS11,13444875,24-254-002,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,怒江,886,昆明DS11,13748886,,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,迪庆,887,昆明DS11,13748887,,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,保山,875,昆明DS12,13445875,24-254-003,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,怒江,886,昆明DS12,13749886,,,问题梳理,,2016/11/9 9:13
DS,云南,昆明,迪庆,887,昆明DS12,13749887,,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,楚雄,878,昆明GS25,13444878,24-254-6,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,楚雄,878,昆明GS25,13445878,24-254-6,,问题梳理,,2016/11/9 9:13
GS,云南,玉溪,版纳,691,玉溪GS18,13444881,24-254-000,,问题梳理,,2016/11/9 9:13
GS,云南,昆明,保山,875,昆明GS5,13441875,24-255-20224-255-38,,20161109,,2016/11/9 9:13
GS,云南,昆明,保山,875,昆明GS5,13442875,24-255-20224-255-38,,20161109,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS2,13441632,3-254-46,,河北移动[2009]451,,2016/11/9 9:13
GS,河北,承德,承德,314,承德GS3,13441624,3-254-189,,20161109,,2016/11/9 9:13
GS,河北,承德,承德,314,承德GS3,13443614,3-254-189,,20161109,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS4,13442632,3-254-91,,河北移动[2009]451,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS5,13440627,3-254-99,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS5,13445630,3-254-99,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS4,13440638,3-254-113,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS4,13446635,3-254-113,,20161109,,2016/11/9 9:13
GS,河北,邯郸,邯郸,310,邯郸GS4,13442610,3-254-97,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS6,13440634,3-254-101,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS6,13445633,3-254-101,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS7,13441634,3-254-105,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS7,13445625,3-254-105,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS8,13442634,3-254-107,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS8,13446631,3-254-107,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS9,13441638,3-254-109,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS9,13445634,3-254-109,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,邯郸,邯郸,310,邯郸GS3,13441630,3-254-93,,20161109,,2016/11/9 9:13
GS,河北,石家庄,石家庄,311,石家庄GS7,13441611,3-254-173,,20161109,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS6,13443612,3-254-171,,河北移动[2009]451,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS7,13443617,3-254-181,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS7,13446617,3-254-181,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS8,13441637,3-254-185,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS8,13446627,3-254-185,,20161109,,2016/11/9 9:13
GS,河北,衡水,衡水,318,衡水GS3,13440618,3-254-141,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS3,13440617,3-254-51,,20161109,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS3,13444630,3-254-51,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS5,13442625,3-254-61,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS5,13443615,3-254-61,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS3,13440637,3-254-59,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS3,13444629,3-254-59,,20161109,,2016/11/9 9:13
GS,河北,邢台,邢台,319,邢台GS2,13441619,3-254-69,,20161109,,2016/11/9 9:13
GS,河北,邯郸,邯郸,310,邯郸GS2,13441610,3-254-73,,河北移动[2009]452,,2016/11/9 9:13
GS,河北,保定,保定,312,保定GS3,13442622,3-254-81,,河北移动[2009]451,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS4,13442627,3-254-53,,河北移动[2009]456,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS4,13445617,3-254-53,,河北移动[2009]456,,2016/11/9 9:13
GS,河北,衡水,衡水,318,衡水GS2,13441618,3-254-75,,20161109,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS3,13441625,3-254-37,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,唐山,唐山,315,唐山GS3,13446639,3-254-37,,河北移动[2009]455,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS2,13442617,3-254-25,,河北移动[2009]456,,2016/11/9 9:13
GS,河北,沧州,沧州,317,沧州GS2,13443627,3-254-25,,河北移动[2009]456,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS2,13440626,3-255-173,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,廊坊,廊坊,316,廊坊GS2,13445626,3-255-173,,河北移动[2009]457,,2016/11/9 9:13
GS,河北,石家庄,石家庄,311,石家庄GS3,13441631,3-254-89,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS2,13440636,3-254-34,,20161109,,2016/11/9 9:13
GS,河北,秦皇岛,秦皇岛,335,秦皇岛GS2,13443629,3-254-34,,20161109,,2016/11/9 9:13
,福建,福州,福州,591,福州GS15,13442673,14-254-7414-251-82,,20160908,,2016/9/8 15:44
,福建,福州,福州,591,福州GS15,13445674,,,20160908,,2016/9/8 15:44
GS,福建,福州,福州,591,福州GS15,13445678,,,闽移发[2009]711号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS01,13442679,14-254-122,,闽移发[2015]100号,,2016/11/9 9:13
,福建,泉州,泉州,595,泉州GS01,13442680,14-254-122,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州GS01,13442681,14-254-122,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS01,13442682,14-254-122,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS01,13446681,14-254-122,,闽移发[2015]100号,,2016/11/9 9:13
DS,福建,漳州,漳州,596,漳州DS01,13745605,14-251-18514-251-161,,闽移发[2015]100号,,2016/11/9 9:13
,福建,漳州,漳州,596,漳州DS01,13745606,14-251-18514-251-161,,20160908,,2016/9/8 15:44
DS,福建,漳州,漳州,596,漳州DS02,13745607,14-251-18614-251-162,,闽移发[2015]100号,,2016/11/9 9:13
,福建,漳州,漳州,596,漳州DS02,13745608,14-251-18614-251-162,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS07,13440680,14-251-202,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS07,13441680,14-251-202,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS07,13445683,14-251-202,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS06,13440679,14-251-201,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS06,13441679,14-251-201,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS06,13445682,14-251-201,,闽移发[2015]100号,,2016/11/9 9:13
,福建,福州,莆田,594,福州GS17,13440678,14-251-20914-251-210,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS17,13442677,14-251-20914-251-210,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS17,13442678,14-251-20914-251-210,,20160908,,2016/9/8 15:44
GS,福建,福州,福州,591,福州GS07,13440685,14-251-227,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS07,13440686,14-251-227,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS07,13440687,14-251-227,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS08,13440688,14-251-230,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS08,13440689,14-251-230,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS08,13441670,14-251-230,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS05,13443675,14-254-133,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS05,13443676,14-254-133,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS05,13443677,14-254-133,,闽移发[2015]100号,,2016/11/9 9:13
,福建,泉州,泉州,595,泉州GS05,13443678,14-254-133,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS05,13445686,14-254-133,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,宁德,593,福州GS05,13440672,14-254-24514-251-155,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS03,13442687,14-254-131,,闽移发[2015]100号,,2016/11/9 9:13
,福建,泉州,泉州,595,泉州GS03,13442688,14-254-131,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州GS03,13442689,14-254-131,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS03,13443670,14-254-131,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS03,13445685,14-254-131,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS04,13443671,14-254-132,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS04,13443672,14-254-132,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS04,13443673,14-254-132,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS04,13443674,14-254-132,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,宁德,593,福州GS06,13440673,14-254-24614-251-156,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,龙岩,597,厦门GS11,13440677,14-251-6514-255-187,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS02,13442683,14-254-129,,闽移发[2015]100号,,2016/11/9 9:13
,福建,泉州,泉州,595,泉州GS02,13442684,14-254-129,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州GS02,13442685,14-254-129,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS02,13442686,14-254-129,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS02,13446682,14-254-129,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,厦门,592,厦门DS4,13741607,14-254-5814-254-7014-251-172,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州DS8,13741609,14-254-14114-254-14214-254-142,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州DS7,13741608,14-254-13914-254-14014-254-140,,20160908,,2016/9/8 15:44
DS,福建,福州,福州,591,福州DS5,13741600,14-254-4914-254-5214-254-8514-254-86,,20161109,,2016/11/9 9:13
,福建,福州,福州,591,福州DS5,13745509,14-254-4914-254-5214-254-8514-254-86,,20160908,,2016/9/8 15:44
DS,福建,福州,福州,591,福州DS6,13741606,14-254-5014-254-5314-254-9714-254-98,,20161109,,2016/11/9 9:13
,福建,福州,福州,591,福州DS6,13745592,14-254-5014-254-5314-254-9714-254-98,,20160908,,2016/9/8 15:44
GS,福建,福州,福州,591,福州GS12,13444680,14-254-51,,闽移发[2015]100号,,2016/11/9 9:13
,福建,福州,福州,591,福州GS12,13444681,14-254-51,,20160908,,2016/9/8 15:44
,福建,福州,福州,591,福州GS12,13444682,14-254-51,,20160908,,2016/9/8 15:44
GS,福建,福州,福州,591,福州GS12,13444683,14-254-51,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS12,13446670,14-254-51,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS12,13446675,14-254-51,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS09,13444670,14-254-65,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS09,13443687,14-254-65,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,漳州,596,厦门GS09,13443688,14-254-65,,20160908,,2016/9/8 15:44
GS,福建,厦门,漳州,596,厦门GS09,13443689,14-254-65,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS09,13446672,14-254-65,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,龙岩,597,厦门GS10,13742602,14-254-67,,20160908,,2016/9/8 15:44
,福建,厦门,龙岩,597,厦门GS10,13440676,14-251-171,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS15,13443683,14-254-84,,闽移发[2015]100号,,2016/11/9 9:13
,福建,泉州,泉州,595,泉州GS15,13443684,14-254-84,,20160908,,2016/9/8 15:44
,福建,泉州,泉州,595,泉州GS15,13443685,14-254-84,,20160908,,2016/9/8 15:44
GS,福建,泉州,泉州,595,泉州GS15,13443686,14-254-84,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,泉州,泉州,595,泉州GS15,13446680,14-254-84,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,厦门,592,厦门GS08,13441671,14-254-5914-251-68,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门GS08,13441672,14-254-5914-251-68,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门GS08,13441673,14-254-5914-251-68,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门GS08,13441674,14-254-5914-251-68,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门GS08,13446673,14-254-5914-251-68,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门GS08,13446674,14-254-5914-251-68,,20160908,,2016/9/8 15:44
GS,福建,厦门,漳州,596,厦门GS14,13444671,14-254-181,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS14,13444672,14-254-181,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS14,13444673,14-254-181,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS14,13444674,14-254-181,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,漳州,596,厦门GS14,13446685,14-254-181,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,南平,599,福州GS03,13440671,14-254-14614-251-154,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,三明,598,厦门GS01,13440674,14-254-11614-251-169,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS04,13444676,14-254-98,,闽移发[2015]100号,,2016/11/9 9:13
,福建,福州,福州,591,福州GS04,13444677,14-254-98,,20160908,,2016/9/8 15:44
GS,福建,福州,福州,591,福州GS04,13444678,14-254-98,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS04,13444679,14-254-98,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,福州,福州,591,福州GS04,13446689,14-254-98,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,厦门,三明,598,厦门GS02,13440675,14-254-11714-251-170,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,厦门,592,厦门DS05,13742607,14-254-17814-254-17914-251-173,,20160908,,2016/9/8 15:44
,福建,厦门,厦门,592,厦门DS05,13742608,14-254-17814-254-17914-251-173,,20160908,,2016/9/8 15:44
GS,福建,龙岩,龙岩,597,龙岩GS01,13445671,14-251-138,,闽移发[2015]100号,,2016/11/9 9:13
,福建,福州,莆田,594,福州GS09,13442674,14-254-15514-251-137,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS09,13442675,14-254-15514-251-137,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS09,13442676,14-254-15514-251-137,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS09,13445670,14-254-15514-251-137,,20160908,,2016/9/8 15:44
,福建,福州,莆田,594,福州GS09,13446671,14-254-15514-251-137,,20160908,,2016/9/8 15:44
GS,福建,漳州,漳州,596,漳州GS01,13440683,14-251-195,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,漳州,漳州,596,漳州GS01,13440684,14-251-195,,闽移发[2015]100号,,2016/11/9 9:13
GS,福建,漳州,漳州,596,漳州GS01,13444689,14-251-195,,闽移发[2015]100号,,2016/11/9 9:13
,福建,厦门,厦门,592,厦门GS13,13441681,14-254-18014-251-66,,20160908,,2016/9/8 15:44
